original_index,is_outlier,begruendung,zielspalten_bewertet
78,True,"Die Anzahl der Views (11.780) ist extrem hoch im Verhältnis zu den Votes (17) und Replies (43) für eine einzelne Hose von Lululemon zum Preis von 49$. Typischerweise würde ein Deal mit fast 12.000 Aufrufen deutlich mehr Engagement (Votes) generieren, was auf eine ungewöhnliche Diskrepanz hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
79,True,"Der Preis von 0.0€ für einen Schuh-Sale ist unrealistisch und technisch fehlerhaft, da selbst bei 70% Rabatt ein positiver Endpreis zu erwarten wäre. Die extrem hohen Views (7173) bei nur 22 Replies und -1 Votes deuten auf ein ungewöhnliches Engagement-Muster hin, das nicht zur negativen Bewertung passt.","['replies', 'views', 'votes', 'price', 'saving']"
80,False,"Die Werte sind für eine 1TB NVMe SSD (WD Black SN750) im Kontext plausibel: Der Preis von ~185 CAD entspricht dem typischen Marktwert für dieses Produkt im Jahr 2020. Die hohen Views (10163) und Replies (87) bei moderaten Votes (11) passen zu einem beliebten Hardware-Deal in der Kategorie 'Computers & Electronics', wo technisch versierte Nutzer aktiv diskutieren.","['replies', 'views', 'votes', 'price', 'saving']"
81,False,"Die Werte sind für einen Raspberry Pi 4 mit 8GB RAM plausibel: Der Preis von ~105€ entspricht dem typischen Marktpreis für dieses Modell, die hohen Views (4922) und Replies (34) passen zur Beliebtheit und häufigen Ausverkaufssituation dieses gefragten Produkts in der Tech-Community. Die leicht negativen Votes (-1) sind vernachlässigbar und könnten auf Verfügbarkeitsprobleme oder Preisdiskussionen hindeuten.","['replies', 'views', 'votes', 'price', 'saving']"
82,False,"Die Werte sind für einen Dell Laptop im mittleren Preissegment (999$) plausibel. Die hohen Views (55472) und Replies (361) passen zu einem beliebten Laptop-Deal mit verschiedenen Rabattoptionen (Uni, Rakuten), was typischerweise hohes Engagement erzeugt.","['replies', 'views', 'votes', 'price', 'saving']"
83,True,Die Anzahl der Antworten (2791) und Views (507393) sind für einen TV-Deal extrem hoch und passen nicht zum moderaten Engagement (63 Votes). Selbst für hochwertige OLED-TVs ist diese Aktivität außergewöhnlich und deutet auf eine Anomalie hin.,"['replies', 'views', 'votes', 'price', 'saving']"
84,False,"Die Werte sind im Kontext plausibel: Ein Lenovo ThinkCentre mit Ryzen 7 Pro, 16GB RAM und 512GB SSD für ~685€ ist ein realistischer Business-PC-Preis. Die hohen Views (8174) und moderate Engagement (41 Replies, 8 Votes) passen zu einem attraktiven Deal für professionelle Hardware.","['replies', 'views', 'votes', 'price', 'saving']"
85,False,"Die Werte sind für einen Lenovo Flex 5 Laptop mit Ryzen 5, 16GB RAM und 256GB SSD im Kontext plausibel. Der Preis von 810 CAD ist marktüblich für diese Spezifikation, und das hohe Engagement (14.307 Views, 72 Replies, 6 Votes) passt zu einem attraktiven Laptop-Deal in der beliebten Computers & Tablets Kategorie.","['replies', 'views', 'votes', 'price', 'saving']"
86,False,"Die Werte sind für ein Bitdefender-Antivirus-Jahresabonnement im Kontext plausibel: Der Preis von 14.99$ ist typisch für Software-Lizenz-Deals, die moderate Engagement-Metrik (1876 Views, 11 Replies, 6 Votes) passt zu einem soliden aber nicht außergewöhnlichen Tech-Deal. Keine Ersparnis angegeben (0.0) ist bei Clearance-Angeboten nicht ungewöhnlich.","['replies', 'views', 'votes', 'price', 'saving']"
87,False,"Die Werte sind für einen HP ENVY x360 Laptop mit AMD Ryzen 7 im Kontext plausibel: Der Preis von ~1100 CAD ist marktüblich für diese Mittelklasse-Laptop-Kategorie, und die hohen Engagement-Werte (74.586 Views, 354 Replies, 32 Votes) sind typisch für beliebte Elektronik-Deals bei Costco, besonders während der Pandemie-Zeit (Juni 2020) mit erhöhter Online-Aktivität.","['replies', 'views', 'votes', 'price', 'saving']"
88,True,"Die 31.282 Views sind extrem hoch für ein einfaches USB-C Kabel für 4$ von Dollarama, während die Replies (154) und Votes (38) vergleichsweise moderat ausfallen. Diese Diskrepanz zwischen sehr hohen Views und deutlich niedrigerem Engagement deutet auf eine ungewöhnliche Anomalie hin.","['replies', 'views', 'votes', 'price', 'saving']"
89,False,"Die Werte sind für einen HP ENVY x360 Laptop mit AMD Ryzen 7 im Kontext plausibel: Der Preis von ~1100€ ist marktüblich für diese Mittelklasse-Gerätekategorie, und die hohen Engagement-Werte (74.604 Views, 354 Replies, 32 Votes) sind bei beliebten Laptop-Deals in dieser Preisklasse durchaus erwartbar.","['replies', 'views', 'votes', 'price', 'saving']"
90,True,"Die 31.291 Views sind extrem hoch für ein einfaches USB-C Kabel für 4$ von Dollarama, selbst bei gutem Preis-Leistungs-Verhältnis. Zum Vergleich: 154 Replies und 38 Votes deuten auf moderates Interesse hin, während die Views um den Faktor 200+ höher liegen als typischerweise bei solchen Engagement-Zahlen zu erwarten wäre.","['replies', 'views', 'votes', 'price', 'saving']"
91,False,"Die Werte sind für einen Haushaltsgeräte-Deal bei Walmart plausibel: Preis von 19.98$ für einen Toaster Oven oder Wasserkocher (50% Rabatt) ist realistisch für diese Produktkategorie. Die Engagement-Werte (2530 Views, 8 Replies, 6 Votes) passen zu einem soliden, aber nicht außergewöhnlichen Deal.","['replies', 'views', 'votes', 'price', 'saving']"
92,False,"Die Werte sind für ein Office 365 Personal Jahresabonnement im normalen Bereich: Preis von 49.99€ mit 30€ Ersparnis ist marktüblich, 3976 Views und 21 Replies zeigen solides Interesse an einem Software-Deal, und die leicht negativen Votes (-2) deuten auf gemischte Meinungen hin, was bei Software-Abonnements durchaus üblich ist.","['replies', 'views', 'votes', 'price', 'saving']"
93,False,"Die Werte sind für ein zeitlich begrenztes Bonusprogramm-Angebot (30x CT Money) plausibel: Moderate Engagement-Werte (8 Antworten, 1584 Views, 9 Votes) passen zu einem Loyalty-Deal mit begrenzter Zielgruppe. Preis und Ersparnis sind 0, da es sich um ein Punktesammelprogramm und nicht um einen direkten Produktverkauf handelt.","['replies', 'views', 'votes', 'price', 'saving']"
94,False,"Die Werte sind für einen Ryobi Akku-Staubsauger mit Batterie und Ladegerät plausibel: Preis von 118,40€ und Ersparnis von 52€ liegen im realistischen Bereich für Elektrowerkzeuge dieser Marke. Die Engagement-Werte (1948 Views, 2 Replies, 3 Votes) sind typisch für einen soliden Deal im Home Improvement Bereich.","['replies', 'views', 'votes', 'price', 'saving']"
95,False,"Die Werte sind für einen Nintendo Switch Spiele-Deal plausibel: Der Preis von 18,74$ liegt im typischen Rabattbereich für ein remastertes Spiel, die 4264 Views und 18 Replies zeigen moderates Interesse an einem bekannten Franchise, und die -4 Votes deuten auf gemischte Community-Reaktion hin (möglicherweise weil das Spiel älter ist oder der Rabatt nicht besonders attraktiv erscheint).","['replies', 'views', 'votes', 'price', 'saving']"
96,False,"Die Werte sind im Kontext plausibel: Ein 1L Hand Sanitizer für ~10 CAD ist ein realistischer Preis (besonders während der COVID-19 Pandemie im Juli 2020). Die 2482 Views bei 6 Replies zeigen normales Interesse an einem Hygieneartikel, und die -2 Votes deuten auf einen wenig attraktiven Deal hin, was bei fehlendem Rabatt (saving: 0.0) nachvollziehbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
97,True,"Die angegebene Ersparnis von 380€ (von 429.99€ auf 49.99€) entspricht einem Rabatt von 88% für einen Harman Kardon Bluetooth-Lautsprecher als Open Box Artikel. Während solche Rabatte bei Open Box möglich sind, ist die Kombination aus extrem hohen Views (13964) bei gleichzeitig 0 Votes höchst ungewöhnlich und deutet auf eine Anomalie in den Engagement-Metriken hin.","['replies', 'views', 'votes', 'price', 'saving']"
98,False,"Die extrem hohen Views (373.462) und Replies (698) sind für einen Sammelthread zu Gift Card Deals über das gesamte Jahr 2020 absolut plausibel. Solche Übersichtsthreads generieren kontinuierlich Traffic und Diskussionen, die hohen Engagement-Werte passen zum langfristigen Charakter und der breiten Relevanz des Themas.","['replies', 'views', 'votes', 'price', 'saving']"
99,False,"Das LEGO Harry Potter Schloss 71043 ist ein Premium-Set mit über 6000 Teilen, dessen Preis von 499€ absolut marktüblich ist. Die hohen Views (3370) bei moderaten Votes (4) und Replies (3) passen zu einem begehrten, aber teuren Sammlerstück, das viele interessiert, aber nur wenige kaufen.","['replies', 'views', 'votes', 'price', 'saving']"
100,False,"Die Werte sind im Kontext plausibel: Ein kostenloses Treueprogramm (Shell Go+) für Air Miles-Karteninhaber erklärt price=0 und saving=0. Die hohen Views (16753) und moderaten Engagement-Werte (127 Replies, 30 Votes) passen zu einem breit interessanten, aber nicht spektakulären Deal im Automotive-Bereich.","['replies', 'views', 'votes', 'price', 'saving']"
101,False,"Dies ist ein wöchentlicher Grocery-Roundup-Post für Quebec, bei dem price=0 und saving=0 erwartbar sind, da es sich um eine Übersichtssammlung handelt. Die Engagement-Werte (2288 views, 34 votes, 8 replies) sind für einen regionalen Wochenüberblick im Lebensmittelbereich plausibel und zeigen normales Interesse.","['replies', 'views', 'votes', 'price', 'saving']"
102,True,"Die Kombination aus extrem hohen Views (80.045) und sehr vielen Replies (193) bei einem Preis und Saving von jeweils 0€ ist ungewöhnlich. Dies deutet auf einen Sammelthread für verschiedene Dollarama-Deals hin, nicht auf ein einzelnes Produktangebot, was im Kontext typischer Deal-Posts ein struktureller Ausreißer ist.","['replies', 'views', 'votes', 'price', 'saving']"
103,True,"Die Kombination aus extrem hohen Views (80.743) und vielen Replies (289) bei gleichzeitig fehlendem Preis (0.0€) und fehlender Ersparnis (0.0€) ist ungewöhnlich. Für einen Deal mit Premium-Sportschuhen (Ultraboost, NMD) und signifikanten Rabatten (50% + 15-20%) wären konkrete Preis- und Ersparnisangaben zu erwarten, die das außergewöhnlich hohe Engagement rechtfertigen würden.","['replies', 'views', 'votes', 'price', 'saving']"
104,False,"Die Werte sind im Kontext eines attraktiven Cashback-Angebots (20$ Bonus bei 100$ Ausgaben) plausibel. Hohe Views (35253), viele Replies (263) und positive Votes (74) passen zu einem zeitlich begrenzten Financial-Services-Deal mit Mehrfachnutzung-Möglichkeit, der für viele Nutzer interessant ist.","['replies', 'views', 'votes', 'price', 'saving']"
105,False,"Die Werte sind im Kontext plausibel: Ein Mini C64 Retro-Konsole für 28€ mit 72€ Ersparnis ist ein attraktiver Deal, der 5814 Views, 12 Votes und 9 Replies rechtfertigt. Das Engagement passt zur Nostalgie-Zielgruppe und dem guten Preis-Leistungs-Verhältnis.","['replies', 'views', 'votes', 'price', 'saving']"
106,False,"Ein 22"" Acer Monitor für 98$ liegt im realistischen Preissegment für Budget-Monitore. Die Engagement-Werte (4641 Views, 13 Replies, 4 Votes) sind für einen soliden, aber nicht spektakulären Deal angemessen und passen zum Produkttyp.","['replies', 'views', 'votes', 'price', 'saving']"
107,False,"Ein seitenweiter 30%-Rabatt bei Adidas ist ein attraktiver Deal, der hohe Aufmerksamkeit rechtfertigt. Die 5729 Views, 23 Replies und 5 Votes sind für einen beliebten Marken-Sale im Apparel-Bereich plausibel und konsistent mit der Deal-Attraktivität.","['replies', 'views', 'votes', 'price', 'saving']"
108,False,"Die Werte sind für ein RGB-Lüfter-3er-Pack im PC-Bereich plausibel: Preis von 39,99$ ist marktüblich, 1479 Views zeigen solides Interesse an PC-Hardware, 6 Antworten und 2 Votes passen zu einem durchschnittlichen Deal ohne extreme Ersparnis (0,0$).","['replies', 'views', 'votes', 'price', 'saving']"
109,False,"Die Werte sind für einen Kreditkarten-Deal mit Bonuspunkten plausibel: 11.161 Views, 55 Replies und 21 Votes zeigen typisches Interesse an einem zeitlich begrenzten Finanzangebot. Price und Saving sind 0, was bei Kreditkarten-Promotions (keine direkten Produktkosten) erwartbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
110,False,"Die Werte sind im Kontext plausibel: Es handelt sich um mehrere günstige Hardware-/Gartenartikel (5-18€), was moderate Engagement-Werte (2472 Views, 8 Replies, 4 Votes) rechtfertigt. Price und Saving sind 0, vermutlich weil mehrere Produkte aufgelistet sind, was bei Multi-Item-Deals üblich ist.","['replies', 'views', 'votes', 'price', 'saving']"
111,False,"Die Werte sind für ein Mini-ITX PC-Gehäuse im mittleren Preissegment plausibel: Preis von 88,99 CAD mit 12,89 CAD Ersparnis ist realistisch, 1454 Views bei 4 Votes und 0 Replies zeigen moderate Aufmerksamkeit für ein Nischenprodukt aus dem Computer-Bereich ohne besondere Deal-Attraktivität.","['replies', 'views', 'votes', 'price', 'saving']"
112,True,"Die Kombination aus extrem hohen Views (121.409) und Replies (728) bei einem Preis und Saving von jeweils 0,0€ ist sehr ungewöhnlich. Für ein Haushaltsgerät ohne erkennbaren Geldwert oder Ersparnis ist dieses außergewöhnlich hohe Engagement (über 120k Aufrufe) nicht plausibel und deutet auf einen Ausreißer hin.","['replies', 'views', 'votes', 'price', 'saving']"
113,False,"Die Werte sind im Kontext plausibel: Ein informativer Thread über Restaurants während der Pandemie (April 2020) mit regelmäßigen Updates über 3 Monate zeigt erwartbar hohe Views (144.657), viele Replies (305) und positive Votes (166). Price und Saving sind 0, da es sich um einen Informations-Thread handelt, nicht um einen konkreten Deal.","['replies', 'views', 'votes', 'price', 'saving']"
114,False,"Die Werte sind im Kontext eines Bonus-Punkteprogramms plausibel: 60€ Ausgabe für Netflix-Geschenkkarten mit 6000 PC Optimum Punkten Rückerstattung ist ein typisches Treueprogramm-Angebot. Die Engagement-Werte (6417 Views, 29 Replies, 18 Votes) sind für einen zeitlich begrenzten Deal mit attraktivem Cashback-Äquivalent angemessen hoch.","['replies', 'views', 'votes', 'price', 'saving']"
115,False,"Die Werte sind für ein kostenloses Bildungsangebot (CFA-Prüfungsvorbereitung) plausibel: 0€ Preis und Ersparnis passen zu 'Free Master Classes', während 5563 Views, 16 Replies und 34 Votes ein realistisches Interesse an hochwertigen, kostenlosen Finanzbildungsressourcen widerspiegeln.","['replies', 'views', 'votes', 'price', 'saving']"
116,False,"Die Werte sind für einen 28"" 4K UHD Monitor im Kontext plausibel: Der Preis von ~330€ liegt im erwartbaren Bereich für solche Monitore, und die Engagement-Werte (19 Antworten, 5253 Views, 10 Votes) passen zu einem attraktiven Elektronik-Deal in dieser Preisklasse.","['replies', 'views', 'votes', 'price', 'saving']"
117,False,"Die Werte sind für einen Vitamix-Mixer (Premium-Küchengerät) plausibel: Preis von ~430$ und Ersparnis von 150$ passen zu refurbished Hochleistungsmixern dieser Marke. Views (1147), Replies (3) und Votes (0) zeigen moderates Interesse, was für einen Nischen-Deal im Home & Garden Bereich typisch ist.","['replies', 'views', 'votes', 'price', 'saving']"
118,False,"Ein 49-Zoll Gaming-Monitor mit 1440p und 120Hz für 1299$ liegt im realistischen Preissegment für Premium-Ultrawide-Monitore. Die hohen Views (13681) und 91 Antworten bei 16 Votes zeigen starkes Interesse an diesem hochpreisigen Elektronik-Deal, was für diese Produktkategorie erwartbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
119,False,"Die Werte sind für einen Vitamix-Mixer (Premium-Küchengerät) im Kontext plausibel: Preis von ~430€ und Ersparnis von 150€ sind typisch für refurbished Vitamix-Geräte. Die Engagement-Werte (1151 Views, 3 Replies, 0 Votes) passen zu einem Nischen-Deal für hochpreisige Küchengeräte.","['replies', 'views', 'votes', 'price', 'saving']"
120,False,"Die Werte sind für einen High-End Gaming-Monitor (49 Zoll, 1440p, 120Hz) konsistent: Der Preis von 1299$ liegt im erwartbaren Premium-Segment, und die hohen Views (13691) sowie 91 Replies bei 16 Votes zeigen starkes Interesse an diesem attraktiven Deal für Gaming-Enthusiasten.","['replies', 'views', 'votes', 'price', 'saving']"
